 iy  im   date    soi
  2015  11  2015.875      -0.5
  2015  12  2015.958      -0.9
  2016   1  2016.042      -1.5
  2016   2  2016.125      -1.7
  2016   3  2016.208       0.0
  2016   4  2016.292      -1.8
  2016   5  2016.375      -0.3
  2016   6  2016.458      -0.0
  2016   7  2016.542      -0.0
  2016   8  2016.625       0.4
  2016   9  2016.708       1.4
  2016  10  2016.792      -0.3
  2016  11  2016.875      -0.2
  2016  12  2016.958       0.1
  2017   1  2017.042       0.3
  2017   2  2017.125       0.2
  2017   3  2017.208       0.8
  2017   4  2017.292      -0.8
  2017   5  2017.375      -0.3
  2017   6  2017.458      -1.0
  2017   7  2017.542       0.4
  2017   8  2017.625       0.3
  2017   9  2017.708       1.0
  2017  10  2017.792       0.9
  2017  11  2017.875       0.7
  2017  12  2017.958      -0.3
  2018   1  2018.042       1.1
  2018   2  2018.125      -0.3
  2018   3  2018.208       1.1
  2018   4  2018.292      -0.0
  2018   5  2018.375      -0.0
  2018   6  2018.458      -0.6
  2018   7  2018.542      -0.4
  2018   8  2018.625      -0.7
  2018   9  2018.708      -0.8
  2018  10  2018.792       0.6
  2018  11  2018.875      -0.0
  2018  12  2018.958       0.8
  2019   1  2019.042       0.3
  2019   2  2019.125      -0.9
  2019   3  2019.208      -0.4
  2019   4  2019.292      -0.3
  2019   5  2019.375      -0.9
  2019   6  2019.458      -1.0
  2019   7  2019.542      -0.8
  2019   8  2019.625      -0.2
  2019   9  2019.708      -0.6
  2019  10  2019.792      -0.2
  2019  11  2019.875      -0.9
  2019  12  2019.958      -0.6
  2020   1  2020.042       0.6
  2020   2  2020.125       0.3
  2020   3  2020.208      -0.0
  2020   4  2020.292      -0.2
  2020   5  2020.375       0.1
  2020   6  2020.458      -1.1
  2020   7  2020.542      -0.1
  2020   8  2020.625       0.9
  2020   9  2020.708       1.2
  2020  10  2020.792       0.5
  2020  11  2020.875       0.8
  2020  12  2020.958       1.8
  2021   1  2021.042       2.3
  2021   2  2021.125       1.6
  2021   3  2021.208       0.3
  2021   4  2021.292      -0.2
  2021   5  2021.375      -0.1
  2021   6  2021.458      -0.1
  2021   7  2021.542       0.9
  2021   8  2021.625       0.5
  2021   9  2021.708       1.2
  2021  10  2021.792       0.7
  2021  11  2021.875       0.9
  2021  12  2021.958       1.4
  2022   1  2022.042       0.8
  2022   2  2022.125       1.6
  2022   3  2022.208       1.8
  2022   4  2022.292       1.2
  2022   5  2022.375       0.8
  2022   6  2022.458       1.1
  2022   7  2022.542       0.4
  2022   8  2022.625       0.7
  2022   9  2022.708       2.0
  2022  10  2022.792       1.8
  2022  11  2022.875       0.2
  2022  12  2022.958       2.0
  2023   1  2023.042       1.8
  2023   2  2023.125       1.5
  2023   3  2023.208       0.2
  2023   4  2023.292      -0.4
  2023   5  2023.375      -1.5
  2023   6  2023.458      -0.4
  2023   7  2023.542      -0.6
  2023   8  2023.625      -0.8
  2023   9  2023.708      -0.9
  2023  10  2023.792       0.0
  2023  11  2023.875      -0.7
  2023  12  2023.958      -0.3
